0.4_56,0.4
0.4_51,0.4
0.4_50,0.4
0.4_53,0.4
0.6_1,0.6
0.6_5,0.6
0.6_6,0.6
0.6_4,0.6
0.5_8,0.5
0.5_9,0.5
0.5_3,0.5
0.5_1,0.5
0.4_10,0.4
0.4_13,0.4
0.4_12,0.4
0.4_15,0.4
0.4_17,0.4,0.3,0.1
0.4_16,0.4
0.8_7,0.8
0.8_8,0.7,0.8
0.8_3,0.8
0.8_4,0.8
0.8_1,0.8
0.4_22,0.4
0.4_24,0.4
0.4_23,0.4
0.4_26,0.4
0.4_25,0.3,0.4
0.4_28,0.4
0.4_20,0.4
0.4_29,0.4
0.4_33,0.4
0.4_32,0.4
0.4_37,0.4
0.4_36,0.4
0.4_39,0.4
0.4_38,0.4
0.7_6,0.7
0.7_7,0.7
0.4_31,0.4
0.4_30,0.4
0.7_1,0.7
0.7_4,0.7
0.7_2,0.7,0.6
0.4_43,0.4
0.5_11,0.5
0.4_45,0.3,0.4
0.5_17,0.5
0.4_47,0.4
0.5_15,0.5
0.4_49,0.4
0.5_16,0.5
0.4_40,0.4
0.5_10,0.5
0.4_42,0.4
0.4_41,0.4,0.3
0.8_11,0.8
0.4_9,0.4
0.4_3,0.4
0.4_4,0.4
0.4_1,0.3,0.4
0.4_2,0.4
0.4_7,0.4
0.4_8,0.4
0.4_5,0.4
0.4_6,0.3
0.7_16,0.7
0.7_15,0.7
0.7_14,0.7
0.7_19,0.7
0.7_18,0.7
0.7_12,0.7
0.7_10,0.7
0.7_27,0.7
0.7_26,0.7
0.7_24,0.7
0.7_29,0.7
0.7_28,0.7
0.7_23,0.7
0.7_20,0.7
0.3_1,0.3
0.7_35,0.7
0.7_34,0.7
0.7_33,0.7
0.7_32,0.7
0.7_31,0.7
